product_name,slug,product_family,grade,short_description,physical_form,applications,industries,manufacturer_supplier,country_of_origin,cas_number,hs_gtip_code,un_number,dangerous_goods_class,minimum_order_quantity,quantity_unit,packaging_options,supported_incoterms,dispatch_location,availability_status,availability_checked_date,tds_url,tds_revision_date,sds_url,sds_revision_date,coa_available,certificate_of_origin_available,source_url,source_image_url,image_rights_status,technical_properties_json,last_reviewed_date,verification_status,rfq_enabled,intermediary_disclosure
A 30209AA,a-30209aa,LLDPE,A 30209AA,"A 30209AA is a LLDPE grade intended for applications including Better sealing, higher puncture resistance.; Greater drawdown capability.. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,"Better sealing, higher puncture resistance. | Greater drawdown capability. | Higher tensile strength. | Food Grade | Heavy-duty sacks, agricultural films, liners | Produce bags, stretch film",,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=a-30209aa,https://chemportal.com.tr/wp-content/uploads/2024/10/LLDPE.webp,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""No."": ""1"", ""Property"": ""MFR (190°C/2.16kg)"", ""Result"": ""–"", ""Value"": ""0.9"", ""Unit"": ""g/10min"", ""Test Method"": ""ISO 1133""}, {""No."": ""2"", ""Property"": ""Density"", ""Result"": ""–"", ""Value"": ""920"", ""Unit"": ""Kg/m³"", ""Test Method"": ""ISO 1183""}, {""No."": ""3"", ""Property"": ""Tensile Strength at Yield MD/TD"", ""Result"": ""–"", ""Value"": ""10/11"", ""Unit"": ""MPa"", ""Test Method"": ""ISO 527""}, {""No."": ""4"", ""Property"": ""Tensile Strength at Break MD/TD"", ""Result"": ""–"", ""Value"": ""41/32"", ""Unit"": ""MPa"", ""Test Method"": ""ISO 527""}, {""No."": ""5"", ""Property"": ""Elongation at Break MD/TD"", ""Result"": ""–"", ""Value"": ""620/840"", ""Unit"": ""%"", ""Test Method"": ""ISO 527""}, {""No."": ""6"", ""Property"": ""Tear Strength MD/TD"", ""Result"": ""–"", ""Value"": ""145/370"", ""Unit"": ""g/25µm"", ""Test Method"": ""ASTM D1922""}, {""No."": ""7"", ""Property"": ""Dart Drop Impact"", ""Result"": ""–"", ""Value"": ""130"", ""Unit"": ""g"", ""Test Method"": ""ASTM D1709""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
A 30209KJ,a-30209kj,LLDPE,A 30209KJ,"A 30209KJ is a LLDPE grade intended for applications including Easier sealing.; Greater drawdown capability.. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,"Easier sealing. | Greater drawdown capability. | Higher tensile strength. | Higher puncture resistance. | Food Grade | Refuse sacks | Produce bags, carrier bags",,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=a-30209kj,https://chemportal.com.tr/wp-content/uploads/2024/10/LLDPE.webp,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Additive"": ""Neutralizer"", ""Silica"": ""Calcium Stearate"", ""Talc"": ""Calcium Stearate""}, {""Additive"": ""Antioxidant"", ""Silica"": ""Irganox1010, Irgafos168"", ""Talc"": ""Irganox1010, Irgafos168""}, {""Additive"": ""Antiblock"", ""Silica"": ""Siloblock47"", ""Talc"": ""Talc ABT 250""}, {""Additive"": ""Slip"", ""Silica"": ""Erucamide"", ""Talc"": ""Erucamide""}, {""No."": ""1"", ""Property"": ""MFR (190°C/2.16kg)"", ""Value"": ""0.9"", ""Unit"": ""g/10min"", ""Test Method"": ""ISO 1133""}, {""No."": ""2"", ""Property"": ""Density"", ""Value"": ""921"", ""Unit"": ""Kg/m³"", ""Test Method"": ""ISO 1183""}, {""No."": ""3"", ""Property"": ""Tensile Strength at Yield MD/TD"", ""Value"": ""10/11"", ""Unit"": ""MPa"", ""Test Method"": ""ISO 527""}, {""No."": ""4"", ""Property"": ""Tensile Strength at Break MD/TD"", ""Value"": ""41/32"", ""Unit"": ""MPa"", ""Test Method"": ""ISO 527""}, {""No."": ""5"", ""Property"": ""Elongation at Break MD/TD"", ""Value"": ""620/840"", ""Unit"": ""%"", ""Test Method"": ""ISO 527""}, {""No."": ""6"", ""Property"": ""Tear Strength MD/TD"", ""Value"": ""145/370"", ""Unit"": ""g/25µm"", ""Test Method"": ""ASTM D1922""}, {""No."": ""7"", ""Property"": ""Dart Drop Impact"", ""Value"": ""150"", ""Unit"": ""g"", ""Test Method"": ""ASTM D1709""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
A 30220AA,a-30220aa,LLDPE,A 30220AA,"A 30220AA is a LLDPE grade intended for applications including Neutralizer: Zinc Oxide; Antioxidant: Irganox1010, Irganox168. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,"Neutralizer: Zinc Oxide | Antioxidant: Irganox1010, Irganox168 | Food Grade | Light and medium duty film | Stretch film",,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=a-30220aa,https://chemportal.com.tr/wp-content/uploads/2024/10/LLDPE.webp,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""No."": ""1"", ""Property"": ""Melt Flow Rate (2.16kg)"", ""Value"": ""2.2"", ""Unit"": ""g/10min"", ""Test Method"": ""ISO 1133""}, {""No."": ""2"", ""Property"": ""Density"", ""Value"": ""920"", ""Unit"": ""Kg/m³"", ""Test Method"": ""ISO 1183""}, {""No."": ""3"", ""Property"": ""Tensile Strength at Yield MD/TD"", ""Value"": ""10/11"", ""Unit"": ""MPa"", ""Test Method"": ""ISO 527""}, {""No."": ""4"", ""Property"": ""Tensile Strength at Break MD/TD"", ""Value"": ""36/28"", ""Unit"": ""MPa"", ""Test Method"": ""ISO 527""}, {""No."": ""5"", ""Property"": ""Elongation at Break MD/TD"", ""Value"": ""600/800"", ""Unit"": ""%"", ""Test Method"": ""ISO 527""}, {""No."": ""6"", ""Property"": ""Tear Strength MD/TD"", ""Value"": ""110/300"", ""Unit"": ""g/25µm"", ""Test Method"": ""ASTM D1922""}, {""No."": ""7"", ""Property"": ""Dart Drop Impact"", ""Value"": ""130"", ""Unit"": ""g"", ""Test Method"": ""ASTM D1709""}, {""No."": ""8"", ""Property"": ""Vicat Softening Temperature"", ""Value"": ""93"", ""Unit"": ""°C"", ""Test Method"": ""ISO 306""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
A 30220KJ,a-30220kj,LLDPE,A 30220KJ,"A 30220KJ is a LLDPE grade intended for applications including Light and medium duty film.. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,Light and medium duty film.,,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=a-30220kj,https://chemportal.com.tr/wp-content/uploads/2024/10/LLDPE.webp,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Additive"": ""Neutralizer"", ""Silica"": ""Calcium Stearate"", ""Talc"": ""Calcium Stearate""}, {""Additive"": ""Antioxidant"", ""Silica"": ""Irganox1010, Irgafos168"", ""Talc"": ""Irganox1010, Irgafos168""}, {""Additive"": ""Antiblock"", ""Silica"": ""Sioblock47"", ""Talc"": ""Talc ABT 250""}, {""Additive"": ""Slip"", ""Silica"": ""Erucamide"", ""Talc"": ""Erucamide""}, {""No."": ""1"", ""Property"": ""Melt Flow Rate (2.16kg)"", ""Value"": ""2.4"", ""Unit"": ""g/10min"", ""Test Method"": ""ISO 1133""}, {""No."": ""2"", ""Property"": ""Density"", ""Value"": ""921"", ""Unit"": ""Kg/m³"", ""Test Method"": ""ISO 1183""}, {""No."": ""3"", ""Property"": ""Tensile Strength at Yield MD/TD"", ""Value"": ""10/11"", ""Unit"": ""MPa"", ""Test Method"": ""ISO 527""}, {""No."": ""4"", ""Property"": ""Tensile Strength at Break MD/TD"", ""Value"": ""36/28"", ""Unit"": ""MPa"", ""Test Method"": ""ISO 527""}, {""No."": ""5"", ""Property"": ""Elongation at Break MD/TD"", ""Value"": ""600/800"", ""Unit"": ""%"", ""Test Method"": ""ISO 527""}, {""No."": ""6"", ""Property"": ""Tear Strength MD/TD"", ""Value"": ""110/300"", ""Unit"": ""g/25µm"", ""Test Method"": ""ASTM D1922""}, {""No."": ""7"", ""Property"": ""Dart Drop Impact"", ""Value"": ""130"", ""Unit"": ""g"", ""Test Method"": ""ASTM D1709""}, {""No."": ""8"", ""Property"": ""Vicat Softening Temperature"", ""Value"": ""93"", ""Unit"": ""°C"", ""Test Method"": ""ISO 306""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
J-LL 30235F6,j-ll-30235f6,LLDPE,J-LL 30235F6,"J-LL 30235F6 is a LLDPE grade intended for applications including Note: Film properties are measured on a 25 μm blown film produced at a 2.5 BUR.; Good Processability. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,"Note: Film properties are measured on a 25 μm blown film produced at a 2.5 BUR. | Good Processability | Excellent melt strength | Agricultural Films and Tapes | Lamination | Shrink Film | Industrial Films, Frozen Food Packaging | Thermal Antioxidant (Process Stabilizer) | Catalyst neutralizer (acid scavenger, lubricant)",,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=j-ll-30235f6,https://chemportal.com.tr/wp-content/uploads/2024/11/LLDPE-2.jpg,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Property"": ""Melt Index (190°C/ 2.16Kg)"", ""Unit"": ""g/10 min"", ""Typical Value"": ""0.6"", ""Test Method"": ""D1238""}, {""Property"": ""Density"", ""Unit"": ""g/cm³"", ""Typical Value"": ""0.923"", ""Test Method"": ""D1505""}, {""Property"": ""Tensile Strength at Yield"", ""Unit"": ""MPa"", ""Typical Value"": ""11.5/12 (MD/TD)"", ""Test Method"": ""D882""}, {""Property"": ""Tensile Strength at Break"", ""Unit"": ""MPa"", ""Typical Value"": ""47/28 (MD/TD)"", ""Test Method"": ""D882""}, {""Property"": ""Tensile Elongation at Break"", ""Unit"": ""%"", ""Typical Value"": "">600"", ""Test Method"": ""D882""}, {""Property"": ""Elmendorf Tear"", ""Unit"": ""gr"", ""Typical Value"": ""130/470 (MD/TD)"", ""Test Method"": ""D1922""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
T-LL 300209 AA,t-ll-300209-aa,LLDPE,T-LL 300209 AA,"T-LL 300209 AA is a LLDPE grade intended for applications including Better sealing; Higher puncture resistance. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,"Better sealing | Higher puncture resistance | Greater drawdown ability | Higher tensile strength | Greenhouse film, silage film, hand bags, and general-purpose film applications | AA: GENERAL ANTIOXIDANT",,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=t-ll-300209-aa,https://chemportal.com.tr/wp-content/uploads/2024/11/LLDPE-2.jpg,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Property"": ""MELT FLOW INDEX (2.16KG)"", ""Unit"": ""g/10min"", ""Test Method"": ""ASTM D-1238"", ""Typical Value"": ""0.9""}, {""Property"": ""DENSITY"", ""Unit"": ""gr/cm³"", ""Test Method"": ""ASTM D-1505"", ""Typical Value"": ""0.921""}, {""Property"": ""VICAT SOFTENING POINT"", ""Unit"": ""°C"", ""Test Method"": ""ASTM D-1525"", ""Typical Value"": ""105""}, {""Property"": ""FILM**"", ""Unit"": """", ""Test Method"": """", ""Typical Value"": """"}, {""Property"": ""DART DROP IMPACT METHOD A"", ""Unit"": ""GR"", ""Test Method"": ""ASTM D-1709"", ""Typical Value"": ""100""}, {""Property"": ""TENSILE STRESS AT YIELD MD/TD"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-882"", ""Typical Value"": ""10/11""}, {""Property"": ""TENSILE STRESS AT BREAK MD/TD"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-882"", ""Typical Value"": ""41/32""}, {""Property"": ""ELONGATION AT BREAK MD/TD"", ""Unit"": ""%"", ""Test Method"": ""ASTM D-882"", ""Typical Value"": ""620/840""}, {""Property"": ""HAZE"", ""Unit"": ""%"", ""Test Method"": ""ASTM D-1003"", ""Typical Value"": ""12""}, {""Property"": ""GLOSS(45°)"", ""Unit"": ""%"", ""Test Method"": ""ASTM D-2457"", ""Typical Value"": ""36""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
T-LL 300209 KJ,t-ll-300209-kj,LLDPE,T-LL 300209 KJ,"T-LL 300209 KJ is a LLDPE grade intended for applications including Better sealing, higher puncture resistance, greater drawdown ability, easy opening properties at 2-layer film, and higher tensile strength.; Greenhouse film, silage film, hand bags, and general-purpose film applications.. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,"Better sealing, higher puncture resistance, greater drawdown ability, easy opening properties at 2-layer film, and higher tensile strength. | Greenhouse film, silage film, hand bags, and general-purpose film applications.",,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=t-ll-300209-kj,https://chemportal.com.tr/wp-content/uploads/2024/11/LLDPE-2.jpg,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Property"": ""Melt Flow Index (2.16KG)"", ""Unit"": ""g/10min"", ""Test Method"": ""ASTM D-1238"", ""Typical Value"": ""0.9""}, {""Property"": ""Density"", ""Unit"": ""gr/cm³"", ""Test Method"": ""ASTM D-1505"", ""Typical Value"": ""0.921""}, {""Property"": ""Vicat Softening Point"", ""Unit"": ""°C"", ""Test Method"": ""ASTM D-1525"", ""Typical Value"": ""105""}, {""Property"": ""Dart Drop Impact Method A"", ""Unit"": ""GR"", ""Test Method"": ""ASTM D-1709"", ""Typical Value"": ""100""}, {""Property"": ""Tensile Stress at Yield MD/TD"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-882"", ""Typical Value"": ""10/11""}, {""Property"": ""Tensile Stress at Break MD/TD"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-882"", ""Typical Value"": ""41/32""}, {""Property"": ""Elongation at Break MD/TD"", ""Unit"": ""%"", ""Test Method"": ""ASTM D-882"", ""Typical Value"": ""620/840""}, {""Property"": ""Haze"", ""Unit"": ""%"", ""Test Method"": ""ASTM D-1003"", ""Typical Value"": ""12""}, {""Property"": ""Gloss (45°)"", ""Unit"": ""%"", ""Test Method"": ""ASTM D-2457"", ""Typical Value"": ""36""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
T-LL 300220 AA,t-ll-300220-aa,LLDPE,T-LL 300220 AA,"T-LL 300220 AA is a LLDPE grade intended for applications including Good balance of mechanical properties, good optical properties.; Light and medium-duty films, stretch film.. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,"Good balance of mechanical properties, good optical properties. | Light and medium-duty films, stretch film.",,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=t-ll-300220-aa,https://chemportal.com.tr/wp-content/uploads/2024/11/LLDPE-2.jpg,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Property"": ""Melt Flow Index (2.16KG)"", ""Unit"": ""g/10min"", ""Test Method"": ""ASTM D-1238"", ""Typical Value"": ""2.4""}, {""Property"": ""Density"", ""Unit"": ""gr/cm³"", ""Test Method"": ""ASTM D-1505"", ""Typical Value"": ""0.921""}, {""Property"": ""Vicat Softening Point"", ""Unit"": ""°C"", ""Test Method"": ""ASTM D-1525"", ""Typical Value"": ""100""}, {""Property"": ""Dart Drop Impact Method A"", ""Unit"": ""GR"", ""Test Method"": ""ASTM D-1709"", ""Typical Value"": ""90""}, {""Property"": ""Tensile Stress at Yield MD/TD"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-882"", ""Typical Value"": ""10/11""}, {""Property"": ""Tensile Stress at Break MD/TD"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-882"", ""Typical Value"": ""30/25""}, {""Property"": ""Elongation at Break MD/TD"", ""Unit"": ""%"", ""Test Method"": ""ASTM D-882"", ""Typical Value"": ""1000/1100""}, {""Property"": ""Haze"", ""Unit"": ""%"", ""Test Method"": ""ASTM D-1003"", ""Typical Value"": ""1""}, {""Property"": ""Gloss (45°)"", ""Unit"": ""%"", ""Test Method"": ""ASTM D-2457"", ""Typical Value"": ""30""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
T-LL 300220 KJ,t-ll-300220-kj,LLDPE,T-LL 300220 KJ,"T-LL 300220 KJ is a LLDPE grade intended for applications including Good balance of mechanical properties, good optical properties, easy opening properties in 2-layer film.; Light and medium-duty films with good optical properties.. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,"Good balance of mechanical properties, good optical properties, easy opening properties in 2-layer film. | Light and medium-duty films with good optical properties.",,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=t-ll-300220-kj,https://chemportal.com.tr/wp-content/uploads/2024/11/LLDPE-2.jpg,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Property"": ""Melt Flow Index (2.16KG)"", ""Unit"": ""g/10min"", ""Test Method"": ""ASTM D-1238"", ""Typical Value"": ""2.4""}, {""Property"": ""Density"", ""Unit"": ""gr/cm³"", ""Test Method"": ""ASTM D-1505"", ""Typical Value"": ""0.921""}, {""Property"": ""Vicat Softening Point"", ""Unit"": ""°C"", ""Test Method"": ""ASTM D-1525"", ""Typical Value"": ""100""}, {""Property"": ""Dart Drop Impact Method A"", ""Unit"": ""GR"", ""Test Method"": ""ASTM D-1709"", ""Typical Value"": ""90""}, {""Property"": ""Tensile Stress at Yield MD/TD"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-882"", ""Typical Value"": ""10/11""}, {""Property"": ""Tensile Stress at Break MD/TD"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-882"", ""Typical Value"": ""30/25""}, {""Property"": ""Elongation at Break MD/TD"", ""Unit"": ""%"", ""Test Method"": ""ASTM D-882"", ""Typical Value"": ""1000/1100""}, {""Property"": ""Haze"", ""Unit"": ""%"", ""Test Method"": ""ASTM D-1003"", ""Typical Value"": ""1""}, {""Property"": ""Gloss (45°)"", ""Unit"": ""%"", ""Test Method"": ""ASTM D-2457"", ""Typical Value"": ""30""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
T-LL 304110 AA,t-ll-304110-aa,LLDPE,T-LL 304110 AA,"T-LL 304110 AA is a LLDPE grade intended for applications including Better sealing, lower seal shrinkage, greater drawdown ability, and higher stiffness & toughness.; Greenhouse film, silage film, hand bags, and general-purpose film applications.. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,"Better sealing, lower seal shrinkage, greater drawdown ability, and higher stiffness & toughness. | Greenhouse film, silage film, hand bags, and general-purpose film applications.",,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=t-ll-304110-aa,https://chemportal.com.tr/wp-content/uploads/2024/11/LLDPE-2.jpg,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Property"": ""Melt Flow Index (2.16KG)"", ""Unit"": ""g/10min"", ""Test Method"": ""ASTM D-1238"", ""Typical Value"": ""0.8""}, {""Property"": ""Density"", ""Unit"": ""gr/cm³"", ""Test Method"": ""ASTM D-1505"", ""Typical Value"": ""0.926""}, {""Property"": ""Vicat Softening Point"", ""Unit"": ""°C"", ""Test Method"": ""ASTM D-1525"", ""Typical Value"": ""107""}, {""Property"": ""Dart Drop Impact Method A"", ""Unit"": ""GR"", ""Test Method"": ""ASTM D-1709"", ""Typical Value"": ""80""}, {""Property"": ""Tensile Stress at Yield MD/TD"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-882"", ""Typical Value"": ""12/13""}, {""Property"": ""Tensile Stress at Break MD/TD"", ""Unit"": ""MPA"", ""Test Method"": ""ASTM D-882"", ""Typical Value"": ""42/33""}, {""Property"": ""Elongation at Break MD/TD"", ""Unit"": ""%"", ""Test Method"": ""ASTM D-882"", ""Typical Value"": ""620/850""}, {""Property"": ""Haze"", ""Unit"": ""%"", ""Test Method"": ""ASTM D-1003"", ""Typical Value"": ""12""}, {""Property"": ""Gloss (45°)"", ""Unit"": ""%"", ""Test Method"": ""ASTM D-2457"", ""Typical Value"": ""36""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
MDPE S403313,mdpe-s403313,MDPE,MDPE S403313,"MDPE S403313 is a MDPE grade intended for applications including Status: Commercial: Active; Application: Blown film extrusion, Uni/multi-wall packaging, High-quality thin films, High-strength carrier bags. Review the listed technical properties and confirm current specifications, regulatory suitability and availability with the relevant supplier before purchase.",,"Status: Commercial: Active | Application: Blown film extrusion, Uni/multi-wall packaging, High-quality thin films, High-strength carrier bags | Form(s): Pellet | High melt stability | Very good tear resistance | High strength and toughness | Good sealability | Antioxidant: Yes | Processing Aid: No | Antiblock: No | Slip Agent: No | Extruder Temperature Profile: 190-235°C | Blow-Up Ratio: 3-5 | Film Thickness: 10-50 μm",,,,,,,,,,,,,Confirm by RFQ,,,,,,Confirm by RFQ,Confirm by RFQ,https://chemportal.com.tr/?product=mdpe-s403313,https://chemportal.com.tr/wp-content/uploads/2024/10/MDPE-S403313.webp,Authorized for SmartKey publication — owner confirmed 2026-07-21,"[{""Property"": ""Physical"", ""Typical Value"": """", ""Unit"": """", ""Test Method"": """"}, {""Property"": ""High Load Melt Flow Index (190°C/21.6 kg)"", ""Typical Value"": ""13"", ""Unit"": ""g/10 min"", ""Test Method"": ""ISO 1133""}, {""Property"": ""Density"", ""Typical Value"": ""0.933"", ""Unit"": ""g/cm³"", ""Test Method"": ""ISO 1183""}, {""Property"": ""Mechanical"", ""Typical Value"": """", ""Unit"": """", ""Test Method"": """"}, {""Property"": ""Tensile Modulus of Elasticity"", ""Typical Value"": ""620"", ""Unit"": ""MPa"", ""Test Method"": ""ISO 527-1,2""}, {""Property"": ""Tensile Strength (MD)"", ""Typical Value"": ""55"", ""Unit"": ""MPa"", ""Test Method"": ""ISO 527-1,3""}, {""Property"": ""Tensile Strength (TD)"", ""Typical Value"": ""43"", ""Unit"": ""MPa"", ""Test Method"": ""ISO 527-1,3""}, {""Property"": ""Tensile Strain at Break (MD)"", ""Typical Value"": ""600"", ""Unit"": ""%"", ""Test Method"": ""ISO 527-1,3""}, {""Property"": ""Tensile Strain at Break (TD)"", ""Typical Value"": ""600"", ""Unit"": ""%"", ""Test Method"": ""ISO 527-1,3""}, {""Property"": ""Elmendorf Tear Strength (MD)"", ""Typical Value"": ""330"", ""Unit"": ""mN"", ""Test Method"": ""ISO 6383-2""}, {""Property"": ""Elmendorf Tear Strength (TD)"", ""Typical Value"": ""2000"", ""Unit"": ""mN"", ""Test Method"": ""ISO 6383-2""}, {""Property"": ""Failure Energy"", ""Typical Value"": ""8.5"", ""Unit"": ""J/mm"", ""Test Method"": ""DIN 53373""}, {""Property"": ""Dart Drop Impact"", ""Typical Value"": ""160"", ""Unit"": ""g"", ""Test Method"": ""ASTM D1709""}, {""Property"": ""Thermal"", ""Typical Value"": """", ""Unit"": """", ""Test Method"": """"}, {""Property"": ""Melting Temperature"", ""Typical Value"": ""124"", ""Unit"": ""°C"", ""Test Method"": ""ISO 3146""}, {""Property"": ""Vicat Softening Temperature (10N)"", ""Typical Value"": ""116"", ""Unit"": ""°C"", ""Test Method"": ""ISO 306""}]",2026-07-21,Source captured; technical review pending,Yes,"SmartKey Turkey acts as an authorized sales representative and sourcing coordinator; it is not the manufacturer. Current specifications, availability, pricing and final commercial terms are confirmed for each inquiry."
